ROLL_BAD,PITCH_BAD,ROLL_FILTERED,PITCH_FILTERED
4.07,32.32,45.77,129.23
0.59,37.73,42.44,133.14
-3.64,42.5,38.98,136.67
-11.14,48.55,35.77,139.94
-16.61,51.87,33.07,143.02
-22.64,55.01,31.07,145.77
-31.43,58.81,29.67,147.81
-36.99,60.67,28.61,148.87
-41.61,61.83,27.69,148.76
-44.72,62.27,26.86,147.54
-46.47,61.59,26.29,145.16
-45.54,60.52,26.01,141.6
-42.78,59,25.76,136.71
-36.84,54.96,25.2,130.62
-32.87,50.68,24.6,123.69
-29.77,45.36,24.12,116.31
-27.42,39.28,23.96,108.94
-25.64,32.82,24.18,102.01
-24.22,26.3,24.41,95.71
-22.44,17.2,24.25,89.91
-21.89,11.88,24.16,84.39
-21.83,6.6,24.01,79.13
-21.71,-0.79,24.05,74.04
-21.8,-5.59,25.39,68.9
-21.41,-10.3,28.18,63.57
-19.4,-15.18,31.29,58.33
-16.08,-20.21,33.37,53.5
-12.91,-25.06,34.28,49.4
-10.93,-31.17,34.25,46.22
-11.12,-34.1,33.11,44.02
-12.42,-36.2,30.77,42.77
-16.92,-37.34,27.61,42.47
-21.5,-36.67,23.83,43.06
-26.66,-34.71,19.45,44.29
-31.94,-31.69,14.34,45.99
-37.45,-27.78,8.65,47.91
-43.15,-23.2,2.91,49.9
-52.07,-15.26,-2.61,51.87
-57.63,-9.38,-7.77,53.95
-62.51,-3.47,-12.48,56.02
-69.18,5.94,-16.4,58.12
-73.11,11.55,-19.15,60.34
-76.45,16.45,-20.54,62.47
-78.86,20.5,-20.59,64.35
-80.18,23.5,-19.21,66.24
-80.04,25.99,-16.7,68.27
-78.66,26.38,-13.26,70.43
-76.69,25.99,-8.71,72.32
-72.35,24.32,-2.81,73.66
-67.81,22.39,4.06,74.39
-61.98,20.08,12.03,74.49
-55.31,17.51,20.67,74.08
-43.11,13.53,29,73.39
-34.64,11.25,37.31,72.58
-26.57,9.44,45.77,71.68
-17.96,7.97,53.85,70.72
-9.56,6.85,61.64,69.61
2.78,5.56,69.97,68.41
10.86,4.7,79.22,67.41
19.8,3.92,88.62,66.72
29.72,3.46,96.61,65.94
43.64,2.78,103.48,65.01
51.18,1.57,109.78,64.15
58.06,-0.18,116.35,63.43
64.46,-2.1,123.34,62.77
71.68,-4.13,130.24,62.04
82.77,-6.84,136.18,61.36
90.06,-8.47,140.28,60.79
95.93,-9.74,141.87,60.39
99.55,-10.59,141.33,60.15
100.73,-11.34,139.22,60.28
99.42,-11.76,135.74,60.93
96.76,-12.1,130.6,62.13
92.8,-12.02,123.01,63.57
83.34,-10.96,113.44,65.15
74.29,-9.86,103.41,67.07
64.03,-8.58,93.49,69.54
53.76,-6.75,83.94,72.68
43.9,-4.03,75.29,76.4
34.47,-0.44,68.32,80.55
22.55,6.23,63.05,84.98
16.64,11.22,59.18,89.47
11.96,16.42,56.09,93.65
6.63,23.85,52.64,97.13
2.97,28.22,48.12,99.71
-2.08,31.75,42.46,101.41
-8.52,34.11,35.84,102.54
-16.25,35.34,28.74,103.45
-24.83,35.86,20.97,104.1
-38.27,35.84,12.64,104.41
-47.35,35.26,4.4,104.34
-56.99,34.25,-2.83,103.85
-69.31,32.49,-8.55,102.97
-75.58,31.35,-12.71,101.7
-80.14,30.36,-15.6,100.06
-82.95,29.37,-17.06,98.12
-84.51,28.18,-16.5,96
-84.13,26.11,-13.83,93.8
-81.4,24.43,-9.39,91.57
-77,22.61,-2.93,89.17
-71.26,20.57,5.9,86.57
-58.76,16.88,15.62,83.83
-48.22,14.2,25.36,81.11
-36.89,11.54,34.46,78.48
-26.33,9.25,42.62,75.94
-12.9,6.18,49.6,73.49
-4.93,4.17,55.15,71.1
1.95,2.09,59.73,68.78
7.11,0.07,63.41,66.32
11.81,-2.13,66.52,63.4
17.24,-5.98,68.79,60.53
20.23,-9.09,70.14,57.89
22.33,-12.11,70.27,55.44
23.3,-14.98,69.25,52.94
23.05,-17.8,67.09,50.11
20.43,-22.16,64.54,47.08
17.51,-25.41,61.88,44.18
14.56,-28.46,59.34,41.68
9.92,-32.44,57.22,39.66
7.02,-34.47,55.45,38.18
4.58,-35.98,53.55,37.18
2.35,-36.94,51.25,36.69
-0.18,-37.41,48.5,36.73
-4.98,-37.14,45.38,37.47
-8.81,-36.14,42.1,39.04
-12.8,-34.35,39.01,41.16
-18.22,-30.35,36.4,43.8
-21.09,-27.16,34.15,47.16
-23.13,-23.62,31.9,51.3
-24.78,-19.41,29.69,56.11
-26.46,-14.51,27.6,61.28
-28.86,-6.18,25.7,66.19
-30.45,-0.21,24.17,70.56
-31.85,4.69,23.15,74.53
-33.15,8.99,22.56,78.32
-34.52,14.34,22.22,82.07
-35.27,17.67,22.25,85.78
-36.1,20.73,22.57,89.62
-37.34,24.79,23.04,93.65
-38.32,27.37,23.09,97.8
-39.74,29.9,22.2,101.98
-42.09,32.43,20.82,105.97
-47.4,36.14,20.29,109.72
-51.23,38.24,20.97,113.29
-53.96,39.96,22.38,116.6
-55.52,41.47,23.94,119.39
-56.57,42.8,25.32,121.25
-57.64,43.95,26.85,122.06
-57.72,44.07,29.18,121.93
-56.37,44.22,32.17,120.82
-53.08,44.53,35.32,118.85
-45.29,44.8,38.15,115.99
-38.95,44.42,40.36,112.43
-32.57,43.35,42.18,108.45
-26.67,41.47,44.07,104.11
-19.33,37.59,46.07,99.26
-14.93,34.06,47.82,94.07
-11.12,29.69,49.3,88.7
-8.25,25.18,50.49,83.38
-4.92,17.82,51.6,78.32
-3.37,12.98,52.98,73.7
-1.93,8.53,54.74,69.57
-0.11,4.41,55.68,65.7
2.91,-0.93,55.27,61.95
3.37,-4.34,54.63,58.6
2.76,-7.73,54.17,55.95
2.09,-11.69,53.59,54
1.74,-13.5,52.75,52.57
1.11,-14.81,51.65,51.33
0.1,-15.76,50.54,50.15
-1.15,-16.59,49.84,49.11
-2.74,-17.66,49.59,48.26
-3.19,-18.21,49.08,47.58
-3.51,-18.55,48.01,47.05
-4.3,-18.74,46.47,46.87
-6.59,-18.64,44.54,47.41
-8.61,-17.92,42.52,48.78
-10.78,-16.45,40.69,50.69
-12.82,-14.22,38.9,52.84
-15.23,-10.22,36.83,55.14
-16.92,-7.35,34.63,57.63
-18.89,-4.32,32.49,60.27
-20.82,-1.24,30.54,63.07
-23.49,3.32,28.79,66.03
-25.14,6.5,27.22,69.17
-26.64,9.64,25.83,72.33
-28.12,12.85,24.72,75.52
-30.3,17.22,23.87,78.7
-31.78,19.79,23.24,81.9
-33.35,22.08,22.84,85.14
-34.97,24.28,22.73,88.55
-36.58,26.34,22.58,92.02
-38.97,29.44,22.45,94.97
-40.82,31.49,22.88,97.17
-42.31,32.97,24.17,98.67
-42.8,33.84,26.69,99.73
-42.19,34.29,30.46,100.32
-38.61,34.6,35.13,100.39
-34.48,34.68,40.12,99.64
-29.24,34.65,44.63,98.06
-23.53,34.19,49.09,95.92
-14.72,32.49,53.53,93.59
-8.16,30.84,57.76,90.99
-1.85,29,61.53,87.83
4.24,26.55,65.36,84.22
9.42,23.3,69.29,80.62
14.44,19.43,72.84,77.12
21.48,13.66,76.24,73.62
25.52,9.78,78.88,70.13
29.48,5.62,80.35,66.78
33.28,-0.39,81.12,63.85
34.44,-4.11,82.11,61.39
35.41,-7.52,82.92,59.36
36.76,-10.4,82.29,57.56
37.55,-12.89,80.68,56.06
35.86,-16.23,78.66,55.05
33.85,-18.08,75.67,54.43
31.53,-19.31,70.96,53.9
28.01,-20.06,64.98,53.29
19.51,-20.98,58.88,52.53
12.79,-21.64,53,51.86
6.67,-22.22,47.05,51.58
0.58,-22.48,41.22,52.16
-5.53,-22.12,35.99,53.86
-11.46,-20.78,31.44,56.49
-18.64,-16.73,27.67,59.97
-22.36,-13.25,24.66,64.31
-25.47,-8.87,22.32,69.09
-28.83,-1.34,21.24,73.89
-30.21,3.88,21.51,78.64
-30.48,8.75,22.96,83.46
-29.68,13.17,24.91,88.18
-28.23,17.51,26.68,92.54
-26.13,23.61,27.83,96.38
-25.39,27.35,28.65,100.09
-25.32,30.88,29.21,103.86
-25.44,34.48,29.54,107.53
-25.79,38.27,29.63,110.89
-26.76,43.66,29.62,113.84
-27.45,47.07,29.54,116.4
-28.16,50.06,29.58,118.44
-28.86,52.86,29.65,119.82
-29.21,55.15,29.63,120.39
-29.11,57.42,29.69,120
-28.61,58.02,29.8,118.74
-27.55,57.86,29.96,116.51
-24.79,56.25,29.69,113.33
-22.69,54.15,28.99,109.2
-21.32,51.17,28.41,104.56
-20.68,47.25,27.81,99.84
-20.41,42.76,27.25,95.47
-20.83,35.95,27.17,91.68
-21.25,31.94,27.39,88.05
-21.13,28.33,27.31,84.51
-20.8,23.03,27.33,81.25
-20.94,19.7,27.87,78.18
-20.55,16.66,28.56,75.08
-19.53,13.87,29.08,71.71
-18.48,11.03,28.87,68.37
-17.74,6.38,28.54,65.08
-17.93,3.39,29.16,61.5
-17.78,0.42,30.78,57.68
-16.57,-2.9,32.55,54.03
-13.43,-8.05,34,50.87
-11.67,-11.08,35.14,48.28
-10.35,-13.58,36.47,46.37
-9.26,-15.54,38.74,45.08
-6.68,-17.34,41.8,44.33
-3.65,-18.01,44.86,44.04
-0.04,-18.27,47.36,44.2
3.14,-18.11,49.13,44.9
6.45,-17.2,49.97,46.52
7.73,-15.86,50.46,49.08
8.24,-13.65,51.51,52.6
8.78,-10.57,53.82,57.32
10.17,-6.69,57.91,62.99
12.96,-1.87,63.23,69.03
20.54,6.58,67.45,74.67
26.7,12.59,68.69,79.12
30.98,18.24,67.42,82.33
31.43,24.74,65.08,84.64
29.02,28.17,62.81,86.58
26.21,31,61.28,88.49
23.94,33.54,60.79,90.4
22.83,35.85,61.07,92.31
23.37,39.18,61.92,94.03
24.61,41.34,63.19,95.32
26.35,43.14,64.87,96.17
28.49,44.44,67.17,96.66
32.65,45.44,69.8,96.77
36.39,45.55,71.55,96.29
40.07,45.12,73.02,95.2
42.5,44.04,74.71,93.06
45.44,41.23,76.48,89.63
47.07,38.23,77.88,85.05
47.86,34.54,78.99,79.47
47.81,30.34,79.72,73.33
47.11,22.82,80.81,67.1
46.91,17.36,82.31,61.22
47.69,11.94,84.06,55.79
49.18,6.81,85.44,50.64
51.92,-0.09,84.93,45.73
52.8,-4.54,82.67,41.21
51.72,-8.78,78.82,37.47
49.33,-12.62,73.67,34.78
45.7,-15.69,68.55,32.96
38.02,-18.91,62.78,31.78
32.91,-20.49,55.57,30.83
26.58,-21.82,47.06,29.75
18.31,-23.17,38.65,28.43
4.02,-25.13,31.33,27.02
-5.05,-26.16,24.75,25.75
-13.38,-26.73,19.1,24.98
-20.74,-26.72,14.48,25.1
-30.02,-25.22,10.82,26.31
-34.5,-23.03,7.57,28.17
-37.82,-20.17,4.14,30.36
-40.76,-16.85,0.23,32.51
-45.78,-11.21,-3.89,34.43
-49.64,-7.48,-7.37,36.32
-53.5,-3.92,-9.48,38.27
-56.33,-0.88,-10.01,40.3
-58,2.74,-9.51,42.43
-57.44,4.66,-8.69,44.64
-56.45,6.33,-7.7,46.89
-55.51,7.75,-6.42,49.11
-54.54,8.97,-4.65,51.17
-52.63,10.32,-2.21,53.08
-50.67,10.84,0.65,54.87
-48.16,11.14,3.36,56.55
-45.45,11.6,6.4,57.99
-41.67,12.19,10.58,59.28
-38.52,12.33,16.05,60.47
-34.08,12.48,22.76,61.46
-28.41,12.55,30.23,62.11
-21.57,12.62,37.97,62.33
-10.32,12.85,45.31,62.02
-2.47,12.89,52.32,61.51
5.02,12.62,59.61,61.2
16,12.18,66.54,61.28
23.83,12.12,72.32,61.73
30.94,12.31,76.51,62.39
36.83,12.66,77.75,63.01
40.75,12.97,76.46,63.97
41.32,13.69,74.2,65.44
39.35,15.08,71.36,67.76
36.92,17.42,67.89,71.24
34.07,20.83,63.33,75.87
28.61,28.07,58.66,80.86
23.75,34.05,55.66,85.57
19.14,39.86,54.72,90.29
16.38,45.16,53.81,94.9
15.63,50.37,52.34,99.27
13.56,57.94,50.84,103.29
11.27,62.49,49.58,106.89
8.89,66.79,48.19,110.17
5.76,72.21,46.36,112.81
3.02,75.53,44.29,114.36
-0.4,77.95,41.52,114.41
-4.45,79.17,38.21,112.89
-8.39,78.47,35.25,109.7
-8.16,76.2,32.53,105.05
-6.5,72.61,29.94,99.26
-5.02,67.93,27.43,92.66
-4.51,59.01,24.89,85.55
-5.29,52.11,21.92,78.34
-7.02,45.2,18.35,71.24
-9.79,38.17,14.85,64.57
-13.26,31.36,12.11,58.5
-16.59,24.87,10.61,53.03
-19.91,16.29,10.46,47.85
-20.55,11.16,10.53,42.64
-20.17,5.95,10.28,37.38
-20.05,-1.6,10.93,32.18
-20.15,-6.69,13.34,26.45
-18.89,-11.82,15.34,20.14
-16.16,-17.6,16.28,13.58
-14.67,-23.76,17.47,7.39
-14.65,-29.96,20.64,4.21
-13.07,-37.14,21.56,2.73
-10.27,-38.57,21.11,2.17
-10.56,-39.36,19.75,1.94
-12.85,-39.12,17.94,1.63
-15.17,-38.9,16.34,1.75
-17.8,-38.59,14.44,2.81
-20.24,-37.49,11.82,4.76
-23.22,-35.17,8.75,7.34
-28.84,-29.66,4.89,10.31
-32.69,-25.13,-0.22,13.42
-37.21,-20.02,-6.28,16.35
-45.66,-11.73,-12.16,18.93
-51.81,-5.98,-17.44,21.33
-57.16,-0.39,-22.29,23.63
-61.73,5.08,-26.73,25.79
-66.09,10.34,-30.76,27.82
-72.07,17,-34.5,29.78
-75.94,20.63,-37.77,31.64
-79.96,23.42,-40.08,33.61
-83.55,25.36,-41.04,35.66
-86.27,26.79,-40.91,37.64
-88.17,28.25,-40.04,39.6
-88.42,28.61,-38.16,41.58
-88.19,28.27,-35.04,43.47
-85.94,26.97,-30.61,45.13
-82.81,25.75,-25.68,46.55
-78.44,24.41,-20.31,47.82
-73.94,23.36,-14.26,48.81
-68.77,22.34,-7.63,49.53
-59.97,20.42,-0.83,50.11
-53.24,19.42,6.07,50.57
-46.51,18.83,12.56,50.61
-39.76,18.26,18.43,50.29
-33.39,17.61,24.99,49.61
-24.41,16.56,33.51,48.76
-17.11,15.67,42.7,47.74
-7.49,14.64,50.4,46.82
6.2,13.24,56.71,45.94
13.35,12.47,61.77,44.75
19.71,11.39,65.41,43.12
24.66,9.76,68.91,40.84
28.32,7.5,72.41,38.13
33.95,2.99,74.64,35.41
37.51,-0.5,75.19,32.69
39.39,-4.01,74.04,29.73
39.66,-7.57,71.38,26.36
37.09,-13.57,68.03,23.16
33.91,-17.87,64.74,20.54
30.36,-21.7,61.23,18.62
26.8,-24.8,56.56,17.27
22.48,-27.26,50.84,16.35
13.4,-29.76,44.39,15.88
5.62,-30.61,37.85,15.91
-2.53,-30.63,31.68,16.48
-10.64,-29.76,26.23,17.6
-21.26,-26.86,21.51,19.26
-26.99,-24.05,17.18,21.59
-31.65,-20.79,12.87,24.5
-35.74,-17.05,8.44,27.82
-41.66,-10.48,4.04,31.32
-45.75,-5.57,-0.06,34.86
-49.78,-0.44,-3.33,38.37
-53.39,4.53,-5.4,41.88
-57.23,11.3,-6.02,45.46
-58.63,15.46,-5.07,49.14
-58.9,18.92,-2.67,52.83
-57.93,21.8,0.4,56.37
-56.09,24.21,4.29,59.69
-52.52,27.4,9.63,62.83
-49.24,29.15,16.83,65.64
-44.4,30.77,25.62,68.03
-37.71,32.34,35.3,69.61
-24.79,34.54,45.01,70.18
-14.3,35.51,53.89,69.95
-3.91,35.82,61.01,69.21
5.4,35.47,67.2,68.08
16.64,33.96,72.56,66.94
23.5,32.4,77.75,65.73
29.87,30.61,83.38,64.46
36.06,28.59,88.7,62.87
46.23,24.6,92.71,60.86
51.78,21.11,96.07,58.67
55.78,17.15,99.58,56.55
59.5,12.86,102.72,54.63
65.19,6.78,104.91,52.73
68.23,3.07,105.61,50.72
70.23,-0.55,103.71,48.69
70.4,-4.02,99.18,46.96
68.01,-7.32,92.46,45.62
60.23,-11.24,84.38,44.44
52.4,-13.33,75.71,43.22
43.85,-14.97,66.96,41.99
35.04,-16.41,58.11,41.18
26.32,-17.61,49.27,40.99
12.98,-18.4,40.63,41.65
4.25,-17.97,33.09,42.83
-4.55,-16.58,27.54,44.39
-14.43,-13.79,23.64,46.31
-18.71,-11.45,20,48.35
-21.91,-8.84,16.14,50.38
-25.26,-6.21,12.11,52.54
-28.9,-3.77,7.85,55.07
-34.63,0.25,3.5,57.88
-38.85,3.59,-0.36,60.62
-42.88,6.9,-3.3,63.25
-47.99,11.56,-5.37,65.91
-50.42,14.51,-6.55,68.56
-52.21,17.34,-6.63,71.31
-53.31,19.98,-5.71,74.2
-53.53,22.41,-4.01,77.2
-53.01,24.81,-1.46,80.24
-51.18,28.55,2.15,83.22
-49.05,31.11,7.1,85.96
-45.85,33.76,13.62,88.32
-41.23,36.38,21.34,90
-31.01,39.84,29.63,90.44
-22.27,41.3,37.48,89.55
-12.75,41.6,43.5,87.79
-3.25,40.75,47.86,85.3
7.27,37.81,51.17,82.21
12.49,34.81,54.48,78.65
17.16,31.01,57.61,74.67
21.61,26.8,60.43,70.41
25.61,21.95,63.64,66.11
30.51,14.57,67.05,62.31
34.44,9.72,69.66,58.94
37.93,5.76,71.89,55.83
40.5,2.21,74.16,52.79
42.92,-1.07,75.97,49.68
46.63,-5.73,76.95,46.57
48.35,-8.87,77.07,43.65
49.33,-12.09,76.78,41.19
49.62,-14.97,76.6,39.23
49.74,-18.44,75.76,37.52
49.8,-20.36,73.75,35.9
48.89,-22.15,71.53,34.64
45.81,-24.8,68.64,34.04
43.28,-26.3,64.45,34.06
39.71,-27.28,58.95,34.85
34.24,-27.61,53.11,36.34
24.53,-26.46,46.76,38.55
17.89,-24.7,39.19,41.41
10.41,-22.1,30.7,45.05
1.98,-18.75,22.57,49.25
-6.85,-14.52,15.81,53.18
-18.19,-7.37,10.27,56.65
-23.91,-3.35,5.75,59.97
-28.84,0.48,2.38,63.11
-32.75,4.13,0.18,66.13
-36.89,9.31,-0.84,68.97
-38.45,12.33,-0.72,71.73
-39.22,14.96,0.64,74.37
-39,17.22,2.56,76.68
-37.18,19.77,4.27,78.58
-35.79,21.03,5.85,80.12
-34.84,22.01,8.19,81.42
-32.98,23.29,11.78,82.47
-30.29,24.18,16.24,83.33
-26.16,25.11,21.29,83.79
-21.39,25.93,27.1,83.82
-15.87,26.47,33.19,83.53
-9.56,26.66,38.76,83.07
-2.79,26.64,43.45,82.29
6.23,26.18,47.83,81.08
11.56,25.33,52.03,79.41
17.03,23.82,55.37,77.38
24.13,20.61,58.69,74.92
27.93,17.86,62.27,72.33
31.76,14.81,66.13,69.54
35.87,11.56,70.07,66.6
40,8.25,74.03,63.74
46.48,2.89,77.3,61.04
50.65,-0.61,78.42,58.43
53.69,-4.07,76.81,55.86
54.24,-7.48,73.85,53.5
50.88,-12.5,69.74,51.47
47.42,-15.38,64.72,49.96
42.95,-17.7,58.95,49.25
37.57,-19.26,52.83,49.41
31.39,-19.94,46.56,50.48
21.6,-19.19,40.13,52.32
15.21,-17.62,33.61,54.89
8.42,-15.21,27.51,58.34
-1.17,-10.3,22.42,62.56
-6.86,-5.86,18.56,67.2
-11.11,-0.96,16.17,71.8
-14.18,4.36,15.24,76.01
-16.23,11.65,15.34,79.6
-16.2,15.88,16.05,82.56
-15.64,19.41,17.16,84.89
-14.61,22.37,18.09,86.95
-13.08,25.77,18.96,88.87
-12.46,27.95,19.92,90.67
-12,29.97,20.88,92.42
-11.71,31.86,21.65,94.11
-11.81,34.43,22.05,95.75
-12.39,36.06,22.01,97.35
-13.49,37.64,21.76,98.25
-15.05,39.13,21.44,98.1
-17.72,39.57,21.53,97.23
-19.45,38.49,22.25,96.08
-20.23,37.05,22.96,94.7
-20.21,35.6,23.9,92.73
-20.04,33.97,25.81,90.04
-18.28,30.67,28.68,86.85
-15.35,28.04,31.83,83.18
-11.51,25.14,36.08,78.92
-4.9,20.08,41.64,74.53
1.37,15.89,46.97,70.22
8.07,11.6,51.75,66.17
13.81,7.19,56.63,62.46
18.98,2.8,61.29,59.17
24.25,-1.41,65.08,56.34
29.18,-5.36,68.65,54.21
34.73,-10.58,71.91,52.93
38.31,-13.33,73.71,52.1
41.27,-15.41,73.33,51.62
42.28,-17.97,71.71,51.68
40.49,-19.2,69.84,52.67
38.11,-19.65,67.68,54.28
35.59,-19.21,64.52,56.13
32.71,-18.24,60.02,58.14
26.47,-16.35,54.19,60.34
20.8,-14.6,46.85,62.52
13.78,-12.45,38.55,64.6
5.86,-10.24,30.43,66.79
-6.87,-6.47,22.54,69.25
-14.76,-3.42,14.69,71.86
-22.49,-0.08,7.34,74.52
-29.86,3.24,0.98,77.19
-37.01,6.71,-4.32,79.96
-45.82,11.51,-8.58,82.82
-50.69,14.47,-11.73,85.74
-54.76,17.27,-13.56,88.68
-58.09,20.05,-14.26,91.66
-61.11,23.25,-14.14,94.7
-62.39,24.78,-13.4,97.7
-63.25,25.84,-12.11,100.57
-63.74,26.58,-10.34,103.42
-63.66,27.28,-8.12,106.29
-63.18,27.68,-5.48,109.17
-62.31,28.19,-2.38,111.86
-60.33,29.19,1,114.23
-58.26,30.17,4.64,116.02
-55.81,31.28,9.02,117.13
-52.39,32.81,14.28,117.41
-44.84,35.21,20.26,116.97
-37.74,36.39,26.87,116.23
-30,37.09,34.44,115.32
-20.59,37.65,41.62,113.85
-5.03,37.54,46.83,111.9
4.18,36.16,50.83,109.5
10.65,34.03,55.03,106.71
16.25,31.16,59.16,103.78
22.16,27.64,62.74,100.63
29.71,22.12,65.83,97.06
33.64,18.15,67.85,93.48
36.85,13.85,68.91,90.1
38.7,9.89,69.58,86.71
40.14,4.51,69.7,83.11
40.88,0.83,68.63,79.51
40.91,-2.86,66.08,76.65
39.64,-6.1,62.71,74.72
36.94,-8.27,58.75,73.55
31.59,-10.1,54.97,72.8
27.63,-10.81,51.49,72.31
24.14,-11.33,47.76,72.22
18.94,-11.67,43.75,72.67
14.96,-11.34,39.27,73.78
10.7,-10.42,33.97,75.63
5.93,-8.72,28.23,78.29
0.46,-6.21,22.35,81.86
-5.34,-2.9,16.01,86.15
-14.17,3.66,8.91,90.68
-20.81,8.68,1.33,95.04
-28.02,13.53,-5.97,98.84
-39.87,20.46,-12.15,101.83
-47.17,24.24,-16.79,104.13
-53.28,27.2,-19.9,106
-57.79,29.33,-22.18,107.66
-61.15,30.86,-24.15,109.21
-65.38,32.49,-26.13,110.73
-68.32,33.41,-27.82,112.34
-71.36,34.27,-28.36,113.96
-74,35.15,-27.57,115.45
-75.77,36.49,-25.88,116.57
-75.32,37.02,-23.96,117.06
-74.16,37.27,-21.65,117.08
-72.54,37.5,-18.51,116.87
-68.47,38.2,-15.02,116.24
-64.63,38.67,-11.68,114.87
-60.28,38.66,-9.13,112.76
-54.03,37.63,-7.61,110.11
-50.61,36.47,-5.93,107.24
-47.79,35.11,-2.63,104.16
-44.38,33.39,2.35,100.75
-36.64,29.58,8.24,97.1
-30,26.52,14.69,93.49
-22.79,23.33,22.08,89.73
-15.48,20.35,29.99,85.77
-6.9,16.92,37.58,82.02
5.58,11.61,44.96,78.72
13.46,8.19,52.47,75.7
21,5.18,59.72,73.02
28.98,2.15,67.08,70.8
36.52,-0.6,74.6,68.9
44.15,-2.91,80.35,67.29
55.36,-5.81,84.74,65.91
60.34,-7.67,88.65,64.57
64.72,-9.76,90.79,63.45
68.58,-11.76,90.7,62.56
70.94,-14.86,88.36,61.87
69.53,-17.13,84.11,61.21
66.19,-19.33,78.79,60.76
61.11,-21.27,73.99,60.41
55.31,-22.42,69.5,60.26
48.04,-23.52,64.43,60.42
43.28,-23.96,58.52,60.86
37.32,-24.21,52.01,61.37
30.63,-24.29,45.98,61.86
19.61,-24.07,41.06,62.68
13.49,-23.46,37.4,63.98
8.59,-22.28,34.78,65.56
3.63,-19.65,33.26,67.57
1.68,-17.5,32.64,70.35
0.82,-14.82,32.52,74.22
0.78,-11.13,32.31,79.04
1.16,-4.01,31.29,84.66
0.82,1.72,29.2,90.75
-0.65,8.25,26.96,96.9
-3.11,14.87,25.62,102.72
-5.27,21.36,24.99,108.09
-6.42,27.26,24.58,112.93
-7.68,35.58,24.29,117.27
-8.62,40.45,23.96,121.17
-9.49,44.86,23.23,124.67
-10.53,48.88,22.07,127.86
-13.2,54.18,20.51,130.72
-16.1,57.45,18.81,133.1
-19.64,60.25,17,134.63
-25.58,63.28,14.92,135.06
-30.33,64.01,12.55,134.28
-35.45,63.42,10.18,132.23
-40.18,61.53,7.88,129.09
-45.21,56.34,6.21,125.07
-47.01,51.78,5.38,120.46
-47.64,46.64,5.17,115.35
-47.31,41.19,4.87,109.87
-46.12,32.31,4.37,104.19
-45.59,26.24,3.81,98.54
-45.29,20.73,3.86,93.09
-45.07,15.22,4.84,87.86
-43.49,8.25,6.54,82.94
-41.54,4.02,8.5,78.21
-39.29,0.27,10.5,73.39
-37.09,-3.26,12.88,68.4
-35.09,-6.7,15.93,63.51
-31.5,-11.95,19.66,58.96
-28.6,-15.15,23.46,54.92
-25.12,-18.24,26.99,51.41
-20.54,-22.08,30.06,48.33
-17.82,-24.35,32.25,45.6
-15.84,-26.29,33.69,43.04
-14.85,-28.03,34.88,40.43
-14.64,-29.61,35.67,37.79
-15,-32.11,35.75,35.45
-16.02,-33.6,36.09,33.26
-17.8,-34.65,36.76,31.25
-19.49,-36.01,38.15,29.81
-19.83,-36.7,39.97,29.11
-19.09,-36.91,41.43,29.4
-17.75,-36.52,42.34,30.64
-16.68,-35.35,42.99,32.83
-15.23,-32.2,43.62,35.87
-13.83,-29.36,43.9,39.8
-12.03,-25.98,43.89,44.5
-9.83,-19.77,43.81,49.81
-8.73,-14.8,43.97,55.64
-7.77,-9.26,44.57,61.89
-6.82,-3.45,45.72,68.19
-5.82,2.72,47.05,74.25
-4.87,8.87,47.69,79.85
-4.73,17.33,46.38,84.84
-6.61,22.2,42.5,89.62
-11.11,26.54,37.44,94.21
-21.85,32.43,32.71,98.75
-29.71,35.99,29.04,103.46
-37.29,38.99,26.57,108.47
-44.45,41.31,23.83,113.3
-51.69,42.97,19.72,117.24
-63.59,43.91,15.39,120.04
-72.32,43.44,12.69,121.24
-79.04,42.32,11.14,121
-82.33,40.65,10.15,119.46
-83.46,38.23,9.53,117.04
-82.81,36.54,9.56,114.23
-81.62,34.38,10.73,111.15
-79.81,31.75,13.53,107.68
-74.58,28,17.97,104.01
-69.25,26.2,23.7,100.33
-62.32,24.62,30.65,97.1
-50.05,22.78,37.21,94
-40.88,22.04,42.84,90.81
-32.79,21.28,48.44,87.33
-25.48,20.13,54.71,83.8
-17.87,18.29,61.1,80.5
-5.64,14.75,66.67,77.35
2.02,11.96,71.69,74.39
8.42,8.83,76.66,71.78
14.06,5.65,82.17,69.81
22.75,0.96,87.94,68.44
29.11,-1.74,93.12,67.38
35.1,-4.35,97.83,66.69
40.39,-7.1,100.61,67.08
46.4,-10.24,101.73,68.12
47.89,-10.88,101.73,69.21
48.31,-11.05,100.38,70.09
47.63,-11.25,98.64,70.68
44.97,-12.15,96.83,71.23
42.95,-13.17,95.6,72.01
41.07,-13.94,96.43,73.27
40.17,-14.06,96.35,75.56
41.8,-11.54,95.1,78.42
40.97,-7.47,93.74,80.96
39.6,-2.81,92.34,83.03
38.35,1.66,90.77,84.76
36.02,8.49,88.78,86.3
33.84,12.82,86.89,87.52
30.95,16.97,86.02,88.08
27.85,20.86,86.08,87.54
24.29,25.19,85.75,86.07
21.79,26.65,85.01,84.21
18.42,27.09,84.04,82.27
15.06,26.88,81.69,80.14
9.5,25.87,77.82,78.46
4.02,24.69,73.31,77.7
-2.16,23.75,69.58,77.83
-8.53,23.27,67.05,78.28
-13.51,23.17,65.33,78.6
